Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
218,Brent Mayne*,32,COL,NL,0.1,117,395,335,36,101,21,0,6,64,1,3,47,48,0.301,0.381,0.418,0.799,85,0.35,77,140,12,1,4,8,13,2H/1,,maynebr01
219,Álex Cora*,24,LAD,NL,0.2,109,394,353,39,84,18,6,4,32,4,1,26,53,0.238,0.302,0.357,0.658,70,0.308,71,126,6,7,6,2,4,6/4H,,coraal01
220,Fernando Tatís,25,STL,NL,1.6,96,394,324,59,82,21,1,18,64,2,3,57,94,0.253,0.379,0.491,0.87,117,0.391,125,159,13,10,1,2,1,5/DH3,,tatisfe01
221,Stan Javier#,36,SEA,AL,0.5,105,392,342,61,94,18,5,5,40,4,3,42,64,0.275,0.351,0.401,0.751,95,0.339,95,137,7,0,4,4,2,79H8/D3,,javiest01
222,Iván Rodríguez,28,TEX,AL,4.8,91,389,363,66,126,27,4,27,83,5,5,19,48,0.347,0.375,0.667,1.042,156,0.433,155,242,17,1,0,6,5,2/HD,ASGG,rodriiv01
223,Danny Bautista,28,2TM,NL,0.4,131,388,351,54,100,20,7,11,59,6,2,25,50,0.285,0.333,0.476,0.809,100,0.355,97,167,11,3,4,5,4,*978H,,bautida01
223,Danny Bautista,28,FLA,NL,-0.2,44,94,89,9,17,4,0,4,12,1,0,5,20,0.191,0.234,0.371,0.605,54,0.273,47,33,1,0,0,0,0,79/H8,,bautida01
223,Danny Bautista,28,ARI,NL,0.7,87,294,262,45,83,16,7,7,47,5,2,20,30,0.317,0.366,0.511,0.877,115,0.381,113,134,10,3,4,5,4,98H/7,,bautida01
224,Greg Colbrunn,30,ARI,NL,2,116,385,329,48,103,22,1,15,57,0,1,43,45,0.313,0.405,0.523,0.928,129,0.406,131,172,13,10,0,3,2,3H/D5,,colbrgr01
225,Sandy Alomar,34,CLE,AL,0.6,97,384,356,44,103,16,2,7,42,2,2,16,41,0.289,0.324,0.404,0.728,83,0.33,82,144,9,4,4,4,1,2/HD,,alomasa02
226,Luis Polonia*,36,2TM,AL,0.1,117,383,344,48,95,14,5,7,30,12,7,29,32,0.276,0.329,0.407,0.736,90,0.328,87,140,4,1,3,6,1,D9H7,,polonlu01
226,Luis Polonia*,36,DET,AL,0.2,80,298,267,37,73,10,5,6,25,8,5,22,25,0.273,0.325,0.416,0.741,92,0.326,87,111,2,1,3,5,1,D9H/7,,polonlu01
226,Luis Polonia*,36,NYY,AL,-0.1,37,85,77,11,22,4,0,1,5,4,2,7,7,0.286,0.341,0.377,0.718,83,0.332,85,29,2,0,0,1,0,7H/D9,,polonlu01
227,Chad Curtis,31,TEX,AL,0.3,108,381,335,48,91,25,1,8,48,3,3,37,71,0.272,0.343,0.424,0.767,93,0.346,94,142,12,1,5,3,0,79HD,,curtich01
228,Geoff Blum#,27,MON,NL,0.9,124,379,343,40,97,20,2,11,45,1,4,26,60,0.283,0.335,0.449,0.784,94,0.334,85,154,4,3,3,4,2,56H43,,blumge01
229,Reggie Sanders,32,ATL,NL,0.1,103,377,340,43,79,23,1,11,37,21,4,32,78,0.232,0.302,0.403,0.705,76,0.326,73,137,9,2,3,0,2,79H/8,,sandere02
230,Larry Walker*,33,COL,NL,1.6,87,372,314,64,97,21,7,9,51,5,5,46,40,0.309,0.409,0.506,0.915,110,0.398,111,159,12,9,0,3,4,97/HD,,walkela01
231,Jay Canizaro,26,MIN,AL,0,102,371,346,43,93,21,1,7,40,4,2,24,57,0.269,0.318,0.396,0.714,77,0.329,77,137,8,1,0,0,0,4H/D,,canizja01
232,Jeff Frye,33,2TM,2LG,0.9,106,371,326,49,100,19,0,1,16,5,3,36,54,0.307,0.377,0.374,0.751,86,0.353,90,122,8,2,5,2,0,4H9/5D87,,fryeje01
232,Jeff Frye,33,BOS,AL,0.3,69,273,239,35,69,13,0,1,13,1,3,28,38,0.289,0.364,0.356,0.72,82,0.337,87,85,5,1,4,1,0,49/H5D87,,fryeje01
232,Jeff Frye,33,COL,NL,0.6,37,98,87,14,31,6,0,0,3,4,0,8,16,0.356,0.412,0.425,0.838,94,0.396,100,37,3,1,1,1,0,4H/5,,fryeje01
233,Steve Cox*,25,TBD,AL,1.2,116,369,318,44,90,19,1,11,35,1,2,45,47,0.283,0.379,0.453,0.832,112,0.373,115,144,9,5,0,1,2,97H3D,ROY-6,coxst01
234,Damian Miller,30,ARI,NL,2,100,364,324,43,89,24,0,10,44,2,2,36,74,0.275,0.347,0.441,0.788,95,0.351,93,143,6,1,1,2,4,2/H3,,milleda02
235,Quilvio Veras#,29,ATL,NL,2.4,84,364,298,56,92,15,0,5,37,25,12,51,50,0.309,0.413,0.409,0.823,110,0.384,120,122,8,5,6,4,0,4/H,,verasqu01
236,Bobby Estalella,25,SFG,NL,2.1,106,361,299,45,70,22,3,14,53,3,0,57,92,0.234,0.357,0.468,0.826,113,0.364,111,140,4,2,0,3,9,2/H,,estalbo02
237,Torii Hunter,24,MIN,AL,0.2,99,358,336,44,94,14,7,5,44,4,3,18,68,0.28,0.318,0.408,0.726,80,0.328,77,137,13,2,0,2,2,8/H7,,hunteto01
238,Kevin Jordan,30,PHI,NL,-1.2,109,358,337,30,74,16,2,5,36,0,1,17,41,0.22,0.257,0.323,0.58,46,0.278,46,109,11,1,0,3,0,45H/3,,jordake01
239,Rich Becker*,28,2TM,AL,0.8,115,357,285,59,69,14,0,8,39,2,2,67,87,0.242,0.384,0.375,0.759,99,0.359,109,107,1,1,0,4,0,98H7/D,,beckeri01
239,Rich Becker*,28,OAK,AL,0.2,23,59,47,11,11,2,0,1,5,1,0,11,17,0.234,0.39,0.34,0.73,91,0.382,119,16,1,1,0,0,0,8/7HD9,,beckeri01
239,Rich Becker*,28,DET,AL,0.6,92,298,238,48,58,12,0,7,34,1,2,56,70,0.244,0.383,0.382,0.765,101,0.355,107,91,0,0,0,4,0,9H87/D,,beckeri01
240,Butch Huskey,28,2TM,2LG,-0.4,109,356,307,40,80,21,0,9,45,1,3,41,63,0.261,0.346,0.417,0.762,85,0.342,83,128,10,2,0,6,2,D9H37,,huskebu01
240,Butch Huskey,28,MIN,AL,-1,64,245,215,22,48,13,0,5,27,0,2,25,49,0.223,0.306,0.353,0.66,64,0.302,62,76,5,2,0,3,1,D9/3H,,huskebu01
240,Butch Huskey,28,COL,NL,0.7,45,111,92,18,32,8,0,4,18,1,1,16,14,0.348,0.432,0.565,0.998,128,0.43,133,52,5,0,0,3,1,H7/39,,huskebu01
241,Vinny Castilla,32,TBD,AL,-0.3,85,354,331,22,73,9,1,6,42,1,2,14,41,0.221,0.254,0.308,0.562,43,0.256,35,102,9,3,0,6,3,5/H,,castivi02
242,Todd Hundley#,31,LAD,NL,2.5,90,353,299,49,85,16,0,24,70,0,1,45,69,0.284,0.375,0.579,0.954,143,0.406,142,173,5,2,1,6,6,2/HD,,hundlto01
243,Félix Martínez#,26,TBD,AL,1.8,106,353,299,42,64,11,4,2,17,9,3,32,68,0.214,0.305,0.298,0.603,56,0.299,60,89,4,8,12,2,0,6/H,,martife01
244,Tim Bogar,33,HOU,NL,-1.3,110,351,304,32,63,9,2,7,33,1,1,35,56,0.207,0.292,0.319,0.611,50,0.287,43,97,15,3,5,4,7,6H/145,,bogarti01
245,Plácido Polanco,24,STL,NL,2,118,350,323,50,102,12,3,5,39,4,4,16,26,0.316,0.347,0.418,0.765,92,0.347,95,135,8,1,7,3,0,456H/3,,polanpl01
246,José Guillén,24,TBD,AL,0.8,105,349,316,40,80,16,5,10,41,3,1,18,65,0.253,0.32,0.43,0.75,90,0.339,90,136,6,13,2,0,1,9H/8,,guilljo01
247,Scott Spiezio#,27,ANA,AL,0.1,123,345,297,47,72,11,2,17,49,1,2,40,56,0.242,0.334,0.465,0.799,99,0.349,95,138,5,3,1,4,2,DH35/749,,spiezsc01
248,Benji Gil,27,ANA,AL,0.6,110,343,301,28,72,14,1,6,23,10,6,30,59,0.239,0.317,0.352,0.669,68,0.306,65,106,7,5,5,2,0,6H/4D3,,gilbe01
249,Adrian Brown#,26,PIT,NL,1.6,104,340,308,64,97,18,3,4,28,13,1,29,34,0.315,0.373,0.432,0.805,104,0.372,106,133,1,0,2,1,1,8H9/7,,brownad01
250,Willie Greene*,28,CHC,NL,0.3,105,339,299,34,60,15,2,10,37,4,0,36,69,0.201,0.289,0.365,0.654,66,0.297,59,109,5,2,0,2,2,5H,,greenwi01
251,Cal Ripken Jr.,39,BAL,AL,1.4,83,339,309,43,79,16,0,15,56,0,0,23,37,0.256,0.31,0.453,0.763,95,0.337,91,140,10,3,0,4,0,5D,AS,ripkeca01
252,Aaron Boone,27,CIN,NL,2,84,332,291,44,83,18,0,12,43,6,1,24,52,0.285,0.356,0.471,0.826,105,0.376,110,137,5,10,2,4,1,5/6H,,booneaa01
253,Mike Stanley,37,2TM,AL,0.4,90,331,282,33,67,12,0,14,46,0,0,44,65,0.238,0.339,0.429,0.768,93,0.348,93,121,4,1,1,3,0,3DH,,stanlmi02
253,Mike Stanley,37,BOS,AL,0.3,58,218,185,22,41,5,0,10,28,0,0,30,44,0.222,0.327,0.411,0.738,84,0.34,85,76,1,0,1,2,0,3D/H,,stanlmi02
253,Mike Stanley,37,OAK,AL,0.1,32,113,97,11,26,7,0,4,18,0,0,14,21,0.268,0.363,0.464,0.827,112,0.363,108,45,3,1,0,1,0,3/DH,,stanlmi02
254,Brook Fordyce,30,2TM,AL,2,93,330,302,41,91,18,1,14,49,0,0,17,50,0.301,0.341,0.507,0.848,114,0.371,112,153,4,4,2,5,0,2/H,,fordybr01
254,Brook Fordyce,30,CHW,AL,0.9,40,136,125,18,34,7,1,5,21,0,0,6,23,0.272,0.313,0.464,0.777,93,0.341,87,58,1,2,2,1,0,2/H,,fordybr01
254,Brook Fordyce,30,BAL,AL,1.2,53,194,177,23,57,11,0,9,28,0,0,11,27,0.322,0.361,0.537,0.898,129,0.391,129,95,3,2,0,4,0,2/H,,fordybr01
255,Carlos Guillén#,24,SEA,AL,0.7,90,328,288,45,74,15,2,7,42,1,3,28,53,0.257,0.324,0.396,0.72,87,0.321,84,114,6,2,7,3,0,56/H,,guillca01
256,Frank Catalanotto*,26,TEX,AL,1.2,103,326,282,55,82,13,2,10,42,6,2,33,36,0.291,0.375,0.457,0.832,109,0.38,115,129,5,6,3,2,0,4HD3/9,,catalfr01
257,Homer Bush,27,TOR,AL,-1.3,76,325,297,38,64,8,0,1,18,9,4,18,60,0.215,0.271,0.253,0.524,33,0.262,32,75,10,5,4,1,0,4/H,,bushho01
258,Henry Blanco,28,MIL,NL,1.1,93,324,284,29,67,24,0,7,31,0,3,36,60,0.236,0.318,0.394,0.712,81,0.308,72,112,9,0,0,4,6,2/H,,blanche01
259,Chris Widger,29,2TM,2LG,0,96,324,292,32,68,17,2,13,35,1,2,30,63,0.233,0.306,0.438,0.744,83,0.32,73,128,5,1,0,1,3,2/H3D9,,widgech01
259,Chris Widger,29,MON,NL,0.2,86,312,281,31,67,17,2,12,34,1,2,29,61,0.238,0.311,0.441,0.752,85,0.323,75,124,5,1,0,1,3,2/H,,widgech01
259,Chris Widger,29,SEA,AL,-0.2,10,12,11,1,1,0,0,1,1,0,0,1,2,0.091,0.167,0.364,0.53,33,0.221,13,4,0,0,0,0,0,/23DH9,,widgech01
260,Michael Tucker*,29,CIN,NL,1.9,148,323,270,55,72,13,4,15,36,13,6,44,64,0.267,0.381,0.511,0.892,121,0.394,124,138,6,7,0,2,1,*97H8/4,,tuckemi01
261,Luis Sojo,35,2TM,2LG,0.7,95,323,301,33,86,18,1,7,37,2,0,17,22,0.286,0.325,0.422,0.747,88,0.337,86,127,11,1,3,1,3,54H/36,,sojolu01
261,Luis Sojo,35,PIT,NL,0.3,61,189,176,14,50,11,0,5,20,1,0,11,16,0.284,0.328,0.432,0.76,91,0.337,86,76,6,1,0,1,3,5H/4,,sojolu01
261,Luis Sojo,35,NYY,AL,0.4,34,134,125,19,36,7,1,2,17,1,0,6,6,0.288,0.321,0.408,0.729,84,0.337,86,51,5,0,3,0,0,45/36H,,sojolu01
262,Mark McGwire,36,STL,NL,4.2,89,321,236,60,72,8,0,32,73,1,0,76,78,0.305,0.483,0.746,1.229,203,0.499,201,176,5,7,0,2,12,3H,AS,mcgwima01
263,Glenallen Hill,35,2TM,2LG,1,104,321,300,45,88,9,1,27,58,0,1,19,76,0.293,0.336,0.6,0.936,133,0.402,135,180,6,1,0,1,2,7HD,,hillgl01
263,Glenallen Hill,35,CHC,NL,-0.4,64,178,168,23,44,4,1,11,29,0,1,10,43,0.262,0.303,0.494,0.797,100,0.348,99,83,5,0,0,0,2,7H/D,,hillgl01
263,Glenallen Hill,35,NYY,AL,1.4,40,143,132,22,44,5,0,16,29,0,0,9,33,0.333,0.378,0.735,1.112,175,0.468,177,97,1,1,0,1,0,D7/H,,hillgl01
264,Harold Baines*,41,2TM,AL,-0.3,96,320,283,26,72,13,0,11,39,0,0,36,50,0.254,0.338,0.417,0.754,93,0.329,84,118,6,0,0,1,7,DH,,baineha01
264,Harold Baines*,41,BAL,AL,0,72,252,222,24,59,8,0,10,30,0,0,29,39,0.266,0.349,0.437,0.786,103,0.342,95,97,6,0,0,1,6,DH,,baineha01
264,Harold Baines*,41,CHW,AL,-0.3,24,68,61,2,13,5,0,1,9,0,0,7,11,0.213,0.294,0.344,0.638,60,0.282,46,21,0,0,0,0,1,D/H,,baineha01
265,Wiki González,26,SDP,NL,0.4,95,319,284,25,66,15,1,5,30,1,2,30,31,0.232,0.311,0.345,0.656,72,0.304,73,98,5,3,1,1,4,2/H,,gonzawi01
266,Wilton Guerrero#,25,MON,NL,-0.8,127,314,288,30,77,7,2,2,23,8,1,19,41,0.267,0.312,0.326,0.638,60,0.302,55,94,6,0,6,1,0,H798/D4,,guerrwi01
267,Keith Lockhart*,35,ATL,NL,0.1,113,313,275,32,73,12,3,2,32,4,1,29,31,0.265,0.331,0.353,0.684,73,0.313,67,97,10,0,5,4,7,4H5,,lockhke01
268,Roger Cedeño#,25,HOU,NL,0.5,74,305,259,54,73,2,5,6,26,25,11,43,47,0.282,0.383,0.398,0.781,93,0.363,98,103,6,0,2,1,0,879/H,,cedenro01
269,Tyler Houston*,29,MIL,NL,0.2,101,305,284,30,71,15,0,18,43,2,1,17,72,0.25,0.292,0.493,0.785,96,0.336,88,140,13,0,4,0,3,352H,,houstty01
270,Kevin Millar,28,FLA,NL,1.7,123,305,259,36,67,14,3,14,42,0,0,36,47,0.259,0.364,0.498,0.862,121,0.383,124,129,5,8,0,2,0,H375/D9,,millake01
271,Darren Lewis,32,BOS,AL,0,97,303,270,44,65,12,0,2,17,10,5,22,34,0.241,0.305,0.307,0.612,55,0.3,58,83,2,3,8,0,0,897H/D,,lewisda01
272,Dan Wilson,31,SEA,AL,0.4,90,303,268,31,63,12,0,5,27,1,2,22,51,0.235,0.291,0.336,0.627,63,0.292,63,90,8,0,11,2,0,2/H35,,wilsoda01
273,Jeremy Giambi*,25,OAK,AL,0.2,104,302,260,42,66,10,2,10,50,0,0,32,61,0.254,0.338,0.423,0.761,95,0.348,98,110,7,3,3,4,2,9HD3/7,,giambje01
274,Terry Shumpert,33,COL,NL,0.5,115,300,263,52,68,11,7,9,40,8,4,28,40,0.259,0.34,0.456,0.796,82,0.363,85,120,3,6,0,3,1,H745/63D,,shumpte01
275,Ed Sprague,32,2TM,2LG,0,106,298,268,30,65,16,0,12,36,0,0,25,58,0.243,0.312,0.437,0.749,90,0.327,83,117,3,3,0,2,2,5H3/749D,,spraged02
275,Ed Sprague,32,SDP,NL,0.1,73,175,157,19,41,12,0,10,27,0,0,13,40,0.261,0.326,0.529,0.854,119,0.358,109,83,1,3,0,2,2,H35/749,,spraged02
275,Ed Sprague,32,BOS,AL,-0.2,33,123,111,11,24,4,0,2,9,0,0,12,18,0.216,0.293,0.306,0.599,51,0.283,47,34,2,0,0,0,0,5/3DH,,spraged02
276,Michael Barrett,23,MON,NL,-2,89,297,271,28,58,15,1,1,22,0,1,23,35,0.214,0.277,0.288,0.565,42,0.258,28,78,7,1,1,1,5,52/H,,barremi01
277,José Vizcaíno#,32,2TM,2LG,0.1,113,297,267,32,67,10,2,0,14,6,7,22,43,0.251,0.308,0.303,0.612,58,0.291,62,81,6,1,5,2,3,4H65/D3,,vizcajo01
277,José Vizcaíno#,32,LAD,NL,-0.1,40,106,93,9,19,2,1,0,4,1,0,10,15,0.204,0.288,0.247,0.536,41,0.261,35,23,3,1,2,0,3,6H5/43D,,vizcajo01
277,José Vizcaíno#,32,NYY,AL,0.2,73,191,174,23,48,8,1,0,10,5,7,12,28,0.276,0.319,0.333,0.652,67,0.307,76,58,3,0,3,2,0,4H/5D6,,vizcajo01
278,Orlando Palmeiro*,31,ANA,AL,2.1,108,296,243,38,73,20,2,0,25,4,1,38,20,0.3,0.395,0.399,0.794,101,0.373,108,97,4,2,10,3,0,7H9D/8,,palmeor01
279,Dave McCarty,30,KCR,AL,1.5,103,295,270,34,75,14,2,12,53,0,0,22,68,0.278,0.329,0.478,0.807,99,0.352,93,129,6,0,0,3,1,3H/7D9,,mccarda01
280,Eric Davis,38,STL,NL,1.4,92,293,254,38,77,14,0,6,40,1,1,36,60,0.303,0.389,0.429,0.818,106,0.378,114,109,7,1,0,2,0,9H/D,,daviser01
281,Ed Taubensee*,31,CIN,NL,-1.2,81,291,266,29,71,12,0,6,24,0,0,21,44,0.267,0.324,0.38,0.704,76,0.313,67,101,7,2,1,1,1,2H,,taubeed01
282,Todd Walker*,27,2TM,2LG,0.4,80,283,248,42,72,11,4,9,44,7,1,27,29,0.29,0.355,0.476,0.83,94,0.382,100,118,5,1,1,6,0,4H/D,,walketo04
282,Todd Walker*,27,MIN,AL,-0.5,23,87,77,14,18,1,0,2,8,3,0,7,10,0.234,0.287,0.325,0.612,53,0.324,68,25,3,0,0,3,0,4/HD,,walketo04
282,Todd Walker*,27,COL,NL,0.9,57,196,171,28,54,10,4,7,36,4,1,20,19,0.316,0.385,0.544,0.928,111,0.408,114,93,2,1,1,3,0,4H,,walketo04
283,Gregg Zaun#,29,KCR,AL,0.7,83,282,234,36,64,11,0,7,33,7,3,43,34,0.274,0.39,0.41,0.8,102,0.363,101,96,4,3,0,2,3,2H/34,,zaungr01
284,Daryle Ward*,25,HOU,NL,-0.9,119,281,264,36,68,10,2,20,47,0,0,15,61,0.258,0.295,0.538,0.833,99,0.346,86,142,6,0,0,2,2,H73/9D,,wardda01
285,Chris Truby,26,HOU,NL,0,78,279,258,28,67,15,4,11,59,2,1,10,56,0.26,0.295,0.477,0.772,86,0.332,76,123,4,5,1,5,1,5/H,,trubych01
286,Bobby Bonilla#,37,ATL,NL,-1.2,114,278,239,23,61,13,3,5,28,0,0,37,51,0.255,0.356,0.397,0.754,91,0.346,92,95,3,1,0,1,2,7H/59D,,bonilbo01
287,Bubba Trammell,28,2TM,2LG,0.3,102,278,245,28,65,13,2,10,45,4,0,29,49,0.265,0.345,0.457,0.802,104,0.367,107,112,8,2,0,2,0,9H7/D,,trammbu01
287,Bubba Trammell,28,TBD,AL,0.4,66,213,189,19,52,11,2,7,33,3,0,21,30,0.275,0.352,0.466,0.818,107,0.378,114,88,5,2,0,1,0,79H/D,,trammbu01
287,Bubba Trammell,28,NYM,NL,0,36,65,56,9,13,2,0,3,12,1,0,8,19,0.232,0.323,0.429,0.752,91,0.332,84,24,3,0,0,1,0,H97,,trammbu01
288,Jeff Reed*,37,CHC,NL,0.3,90,277,229,26,49,10,0,4,25,0,1,44,68,0.214,0.342,0.31,0.652,69,0.306,68,71,5,1,2,1,2,2H,,reedje02
289,Benito Santiago,35,CIN,NL,-0.2,89,277,252,22,66,11,1,8,45,2,2,19,45,0.262,0.31,0.409,0.719,79,0.31,66,103,7,1,0,5,8,2H,,santibe01
290,Shane Spencer,28,NYY,AL,0.6,73,276,248,33,70,11,3,9,40,1,2,19,45,0.282,0.33,0.46,0.789,99,0.346,96,114,4,2,0,7,0,7D/9H,,spencsh01
291,Einar Díaz,27,CLE,AL,1.2,75,275,250,29,68,14,2,4,25,4,2,11,29,0.272,0.323,0.392,0.715,80,0.336,85,98,7,8,6,0,0,2/H5,,diazei01
292,Alex Ochoa,28,CIN,NL,2.4,118,275,244,50,77,21,3,13,58,9,4,24,27,0.316,0.378,0.586,0.964,137,0.417,140,143,7,3,0,4,3,7H9/8,,ochoaal01
293,Andy Fox*,29,2TM,NL,-0.3,100,275,250,29,58,8,2,4,20,10,4,22,53,0.232,0.302,0.328,0.63,61,0.298,61,82,2,3,0,0,4,65H7/9438,,foxan01
293,Andy Fox*,29,ARI,NL,-0.4,31,90,86,10,18,4,0,1,10,2,1,4,16,0.209,0.244,0.291,0.535,33,0.254,24,25,1,0,0,0,1,5/H9378,,foxan01
293,Andy Fox*,29,FLA,NL,0.1,69,185,164,19,40,4,2,3,10,8,3,18,37,0.244,0.33,0.348,0.677,76,0.319,79,57,1,3,0,0,3,6H5/794,,foxan01
294,Aramis Ramírez,22,PIT,NL,-1,73,274,254,19,65,15,2,6,35,0,0,10,36,0.256,0.293,0.402,0.695,74,0.312,70,102,9,5,1,4,0,5/H,,ramirar01
295,Brian Hunter,29,2TM,NL,0.4,104,274,240,47,64,5,1,1,14,20,3,27,40,0.267,0.342,0.308,0.65,54,0.328,54,74,2,1,5,1,0,87H9,,huntebr02
295,Brian Hunter,29,COL,NL,0.1,72,226,200,36,55,4,1,1,13,15,3,21,31,0.275,0.347,0.32,0.667,56,0.334,58,64,2,1,4,0,0,87H9,,huntebr02
295,Brian Hunter,29,CIN,NL,0.3,32,48,40,11,9,1,0,0,1,5,0,6,9,0.225,0.319,0.25,0.569,46,0.297,38,10,0,0,1,1,0,8H/7,,huntebr02
296,Doug Mirabelli,29,SFG,NL,0.9,82,273,230,23,53,10,2,6,28,1,0,36,57,0.23,0.337,0.37,0.707,84,0.325,84,85,6,2,3,2,2,2/H,,mirabdo01
297,Scott Hatteberg*,30,BOS,AL,0.1,92,271,230,21,61,15,0,8,36,0,1,38,39,0.265,0.367,0.435,0.801,100,0.361,101,100,8,0,1,2,3,2HD/5,,hattesc01
298,Chad Kreuter#,35,LAD,NL,2.1,80,271,212,32,56,13,0,6,28,1,0,54,48,0.264,0.416,0.41,0.827,116,0.387,127,87,6,2,2,1,0,2/H,,kreutch01
299,Craig Grebeck,35,TOR,AL,1,66,270,241,38,71,19,0,3,23,0,0,25,33,0.295,0.364,0.411,0.775,94,0.362,100,99,7,2,1,1,0,4/6H,,grebecr01
300,Carlos Hernández,33,2TM,NL,0.1,75,270,242,23,62,15,0,3,35,2,3,21,35,0.256,0.322,0.355,0.678,76,0.317,81,86,4,4,0,3,1,2/H3,,hernaca01
300,Carlos Hernández,33,SDP,NL,-0.1,58,212,191,16,48,11,0,2,25,1,3,16,26,0.251,0.316,0.34,0.656,72,0.302,75,65,4,3,0,2,1,2/H3,,hernaca01
300,Carlos Hernández,33,STL,NL,0.2,17,58,51,7,14,4,0,1,10,1,0,5,9,0.275,0.345,0.412,0.757,90,0.371,106,21,0,1,0,1,0,2/H,,hernaca01
301,Armando Ríos*,28,SFG,NL,0.9,115,269,233,38,62,15,5,10,50,3,2,31,43,0.266,0.347,0.502,0.849,118,0.356,108,117,9,0,1,4,4,9H7/3,,riosar01
302,Raúl Casanova#,27,MIL,NL,0.5,86,265,231,20,57,13,3,6,36,1,2,26,48,0.247,0.331,0.407,0.738,88,0.336,91,94,5,4,2,2,1,2H/D,,casanra01
303,Shane Halter,30,DET,AL,0.8,105,265,238,26,62,12,2,3,27,5,2,14,49,0.261,0.302,0.366,0.668,73,0.326,84,87,5,1,10,2,0,5364H/89271,,haltesh01
304,Kelly Stinnett,30,ARI,NL,-0.2,76,265,240,22,52,7,0,8,33,0,1,19,56,0.217,0.291,0.346,0.636,58,0.296,54,83,5,6,0,0,4,2/H,,stinnke01
305,Russ Johnson,27,2TM,2LG,0.6,100,263,230,32,55,8,0,2,20,5,2,27,40,0.239,0.32,0.3,0.62,59,0.301,62,69,7,1,4,1,0,5H46,,johnsru01
305,Russ Johnson,27,HOU,NL,-0.8,26,48,45,4,8,0,0,0,3,1,1,2,10,0.178,0.213,0.178,0.391,-2,0.178,-29,8,3,0,1,0,0,H/654,,johnsru01
305,Russ Johnson,27,TBD,AL,1.4,74,215,185,28,47,8,0,2,17,4,1,25,30,0.254,0.344,0.33,0.674,74,0.328,81,61,4,1,3,1,0,54H6,,johnsru01
306,Enrique Wilson#,26,2TM,2LG,-0.1,80,263,239,27,70,15,1,5,27,2,2,18,24,0.293,0.34,0.427,0.767,93,0.343,92,102,6,0,4,2,2,5H46/D,,wilsoen01
306,Enrique Wilson#,26,CLE,AL,0.3,40,127,117,16,38,9,0,2,12,2,1,7,11,0.325,0.36,0.453,0.813,104,0.364,104,53,2,0,2,1,0,5H/D46,,wilsoen01
306,Enrique Wilson#,26,PIT,NL,-0.4,40,136,122,11,32,6,1,3,15,0,1,11,13,0.262,0.321,0.402,0.723,82,0.323,79,49,4,0,2,1,2,54/H6,,wilsoen01
307,Wally Joyner*,38,ATL,NL,0.2,119,260,224,24,63,12,0,5,32,0,0,31,31,0.281,0.365,0.402,0.767,94,0.35,95,90,2,1,0,4,3,H3/D,,joynewa01
308,Kevin Elster,35,LAD,NL,0.5,80,259,220,29,50,8,0,14,32,0,0,38,52,0.227,0.341,0.455,0.796,104,0.346,98,100,0,0,1,0,5,6H/53,,elsteke01
309,Mike Benjamin,34,PIT,NL,1,93,255,233,28,63,18,2,2,19,5,4,12,45,0.27,0.313,0.391,0.704,78,0.314,73,91,4,3,6,1,0,564H/3,,benjami01
310,Ken Caminiti#,37,HOU,NL,1.5,59,253,208,42,63,13,0,15,45,3,0,42,37,0.303,0.419,0.582,1.001,143,0.429,142,121,7,1,0,2,8,5/H,,caminke01
311,Mark Johnson*,24,CHW,AL,0.5,75,251,213,29,48,11,0,3,23,3,2,27,40,0.225,0.315,0.319,0.635,61,0.296,56,68,3,1,10,0,0,2/DH,,johnsma02
312,Paul Bako*,28,3TM,NL,-0.7,81,251,221,18,50,10,1,2,20,0,0,27,64,0.226,0.312,0.308,0.62,61,0.272,43,68,6,1,1,1,10,2/H3,,bakopa01
312,Paul Bako*,28,HOU,NL,-0.1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-156,0,0,0,0,0,0,/2,,bakopa01
312,Paul Bako*,28,FLA,NL,-0.4,56,186,161,10,39,6,1,0,14,0,0,22,48,0.242,0.335,0.292,0.627,65,0.283,53,47,4,1,1,1,7,2/H,,bakopa01
312,Paul Bako*,28,ATL,NL,-0.2,24,63,58,8,11,4,0,2,6,0,0,5,15,0.19,0.254,0.362,0.616,54,0.248,20,21,2,0,0,0,3,2/3H,,bakopa01
313,Tony Eusebio,33,HOU,NL,0.4,74,249,218,24,61,18,0,7,33,0,0,25,45,0.28,0.361,0.459,0.82,100,0.361,96,100,8,4,0,2,2,2/H,,eusebto01
314,Lenny Harris*,35,2TM,NL,-0.2,112,248,223,31,58,7,4,4,26,13,1,20,22,0.26,0.317,0.381,0.698,77,0.323,71,85,7,0,2,3,2,H53/974D,,harrile01
314,Lenny Harris*,35,ARI,NL,-1,36,91,85,9,16,1,1,1,13,5,0,3,5,0.188,0.209,0.259,0.468,16,0.212,-15,22,3,0,0,3,1,5H/9,,harrile01
314,Lenny Harris*,35,NYM,NL,0.9,76,157,138,22,42,6,3,3,13,8,1,17,17,0.304,0.381,0.457,0.837,114,0.389,120,63,4,0,2,0,1,H53/794D,,harrile01
